Ambiental;1. Realizar Admissão de Colaborador;Receber documentação do candidato;"
Estruturar projeto de expansão para a  implantação da plataforma de admissão digital em todas as filias e negócios do grupo, para padronizar o recebimento de documentação digital de forma corporativa";Sistemas / Infraestrutura;"Evento: Algumas cidades do negócio SAS (Osasco, Porto Velho, Manaus e Taubaté) e demais negócios do grupo recebem a documentação do candidato de forma manual.  O piloto de admissão digital está em andamento na ECOFOR , incorporação e MGC.
Causa: As cidades não possuem o sistema/ não foram capacitados para o uso da ferramenta como meio de recebimento da documentação.
Consequência: Trabalho manual, demora no processo, espaço de armazenamento físico comprometido, risco de perda ou dano da documentação, dificuldade na análise de dados pois impacto na análise de dados pois pode dificultar a comparação de candidatos e a identificação de padrões relevantes.";"Solução: Criar projeto de expansão da implantação da plataforma de admissão digital  nas demais filiais/negócios do grupo garantindo uma gestão eficiente do levantamento dos requisitos,  recursos disponibilizados na ferramenta que possa atender as necessidades do processos, mitigação de riscos, controle e acompanhamento afim de que, as etapas do recrutamento seja integrado ao da admissão de forma sistematizada e corporativa;
Investimento: Custo de implantação e configurações do sistema;
Ganhos: Eficiência no processo de recrutamento, redução de custos relacionados impressão, papel, armazenamento físico. Segurança dos dados. Experiência do candidato aprimorada. Rastreabilidade e auditoria simplificada de documentos."
Ambiental;1. Realizar Admissão de Colaborador;Alterar status do candidato | Entregar ficha do candidato;Parametrizar  sistema Yube com mecanismos de notificações nas mudanças de status, realizando a comunicação entre candidato, recrutamento/seleção e DP;Sistemas / Infraestrutura;"Evento: Não é enviado notificação para o DP sobre as alteração dos status no sistema para o candidato que esta pronto para admissão. Após recebimento de toda documentação do candidato, o responsável deve alterar o status do candidato manualmente na ferramenta e entregar a ficha do candidato fisicamente para sinalização ao DP.
Causa: Sistema não esta parametrizado com o mecanismo de notificações após alterações de status das etapas.
Consequência: Trabalho manual, demora no processo, dependência de interação física no processo.";"Solução: Parametrizar a plataforma de admissão digital,  com mecanismos de notificações nas mudanças de status das etapas do processo de recrutamento e admissão;
Investimento: Custos de hora de trabalho;
Ganhos: Visibilidade em tempo real das pendências de admissão, tempo de resposta mais rápido e eficiente, redução do trabalho manual, automatização do processo."
Ambiental;1. Realizar Admissão de Colaborador;Imprimir documentação do colaborador |  Entregar ficha do candidato;Analisar junto ao fornecedor da plataforma Yube , os impedimentos de integração com o sistema de gestão de documentos atual,  ou analisar a viabilidade de implantar o módulo disponível na plataforma, para encontrar uma solução que atenda ao projeto de arquivo digital, necessário para gestão de documentos de admissão;Sistemas / Infraestrutura;"Evento: Atualmente os documentos não são armazenados no Yube, após a conclusão da seleção, os documentos são impressos e armazenados em pastas de arquivos físico.
Causa: O sistema Gestão de arquivos não está sendo utilizado para a gestão de documentos de admissão, pois o sistema YUBE não disponibiliza ainda a integração com o GED e o espaço em rede para armazenar os documentos de admissão é limitado.
Consequência: Ineficiência e retrabalho ( Sem um sistema de arquivo digital, a busca por documentos físicos pode ser demorada e ineficiente), perda de documentos (A falta de um sistema de arquivo digital pode aumentar o risco de perda de documentos físicos, seja devido a erros de armazenamento, extravio ou danos), falta de controle e segurança (A gestão de documentos físicos pode ser mais suscetível a perda, danos, acesso não autorizado ou até mesmo roubo de informações confidenciais), falta de escalabilidade (à medida que a empresa cresce e contrata mais colaboradores, a gestão de documentos físicos se torna cada vez mais complexa e dispendiosa).";"Solução: Analisar junto ao fornecedor da plataforma de admissão digital, os impedimentos de integração com o sistema de gestão de documentos digital atual,  ou analisar a viabilidade de implantar o módulo disponível na plataforma, para implantar o projeto de arquivo digital na gestão de documento de admissão;
Investimento: Custo de implantação, banco de dados e configurações do sistema;
Ganhos:  Eficiência no processo, controle e nuvem, segurança e conformidade, além de melhorar a colaboração, disponibilidade de arquivo físico e reduzir os riscos associados à perda ou acesso não autorizado aos documentos de admissão, garantia de cumprimentos a GLPD."
Ambiental;1. Realizar Admissão de Colaborador;Conferir documentação;Realizar análise/entendimento junto ao Yube para realizar as correções/configurações que garantam a validação de documentos via sistema, conforme negociado na contratação.;Sistemas / Infraestrutura;"Evento: O setor de Departamento pessoal realiza uma conferência manual dos documentos recebidos para o cadastro na admissão do candidato. O sistema permite mudança de status para pronto, mesmo com informações de cadastros/documentos divergente, gerando retrabalho de impressão e conferência.  Os times de algumas filiais ainda não confiam no fornecedor e preferem continuar a checagem manual.
Causa: A validação do documentação não está ocorrendo corretamente via Yube, conforme negociado com fornecedor (O sistema não possui parâmetros para conferência de todos os documentos. Algumas informações de documentos pessoais são cruzadas com informações de órgãos públicos para validar ou testar o formato do dado e validá-lo ou não. A maior parte das conferências feitas pela Yube são de forma manual pelo time interno, ou seja, é um serviço de terceirização e não de automação).
Consequência: Demora no processo,  Informações inconsistentes, erros que passam despercebido nos campos, informações dos candidatos descritos incorretamente,  possíveis atrasos no processo de admissão.";"Solução: Realizar análise/entendimento junto ao Yube sobre as correções e parametrizações necessárias para realizar a validação de documentos via sistema, conforme negociado na contratação que garantam que os documentos enviados sejam conferidos e validados seguindo as normas, inclusive junto ao eSocial, base dos correios e Receita Federal. Checar a possibilidade de realizar configurações personalizadas por cargo, estabelecendo regras específicas do cargo de acordo com os requisitos do cargo.
Investimento: Custos de Horas de Trabalho;
Ganhos: Eficiência e rapidez, redução de erros humanos, segurança e confiabilidade, integração com outras ferramentas e melhor experiência do usuário interno e candidato."
Ambiental;1. Realizar Admissão de Colaborador;Conferir documentação | Cadastrar benefícios do colaborador | criação de arquivo bancário | ;Definir papéis e responsabilidades das atividades que ocorrem entre os DP's Filial e Matriz nos processos relacionados a seleção, admissão de colaboradores e gestão de benefícios de forma corporativa;Fluxo de trabalho / Regras de negócio;"Evento: Algumas responsabilidades das atividades são diferentes entre as filias e/ou existe retrabalho na execução das mesmas. Ex:  O setor de Departamento pessoal realiza validação e conferência manual dos documentos, mesmo já sendo validado por GP| A responsabilidade do cadastro de benefícios é diferente entre as filiais.  (Exe.: MANAUS a criação de conta é na seleção |Em Osasco todos os benefícios já são entregues no dia da integração | Porto Velho DP Filial- Já atua com as contas massificadas para criação de contas | Porto Velho a solicitação de plano de saúde é realizado pelo área de GP...)
Causa: Despadronização, falta de aderência e alinhamento do processo.
Consequência: Redução da produtividade das filiais, dificuldade na comunicação e colaboração entre as filiais, dificuldade na gestão do processo.";"Solução: Revisar processo para definir e padronizar os papéis e responsabilidades das áreas envolvidas nos processos relacionados a seleção, admissão de colaboradores e gestão de benefícios de forma corporativa.
Investimento: N/A
Ganhos: Promover a eficiência operacional, melhorar a comunicação interna e garantir a padronização e consistência da qualidade do processo."
Ambiental;1. Realizar Admissão de Colaborador;Conferir documentação | Cadastra benefícios | Convocar colaborador para integração;Realizar revisão dos SLAS das atividades do processo de Admissão relacionados as demandas de Gestão de Pessoas e Departamento de Pessoal;Fluxo de trabalho / Regras de negócio;"Evento: Alguns prazos e atividades como o envio de informações para o DP, cadastro de benefícios, convocação de colaboradores dentre outros são praticados diferentes entre as filiais. (Exe.: Taubaté: Trabalha dois, três quatros dias sem bater ponto por demora no retorno do cadastro do PIS | Prazos de convocação do colaborador diferentes...) 
Causa: Despadronização, ausência e não conformidade das filiais no processo.
Consequência: Fragilidade no processo, impacto na produtividade e gestão do processo, aumento do tempo necessário para concluir tarefas e causar desperdício de recursos.";"Solução: Realizar revisão dos SLAS e atividades do processo de Admissão relacionados a Gestão de Pessoas e Departamento de Pessoal para padronização de forma corporativa.
Investimento: N/A
Ganhos: Promover a eficiência operacional, melhorar a comunicação interna e garantir a padronização dos prazos e consistência da qualidade do processo."
Ambiental;1. Realizar Admissão de Colaborador;Geral;Normatizar os processo revisados estabelecendo de forma clara as políticas, regras, diretrizes e SLAs de negócio, para garantir uma correta orientação e padronização entre as áreas do grupo.;Fluxo de trabalho / Regras de negócio;"Evento: Os processos e prazos são praticados de forma diferente em algumas filiais/negócios.  
Causa: Despadronização do processo. Existe um POP de admissão com algumas orientações simples e genéricas. Documentos são criados para a orientação interna.
Consequência: Erros operacionais, fragilidade no processo, impacto na produtividade e gestão do processo, qualidade comprometida, dificuldades de escalabilidade em novas unidades ou áreas de negócio.";"Solução: Normatizar os processo revisados estabelecendo de forma clara as políticas, regras, diretrizes e SLAs de negócio, para garantir uma correta orientação e padronização entre as áreas do grupo. 
Investimento: N/A
Ganhos: Promover a eficiência operacional, melhorar a comunicação interna e garantir a padronização, controle e consistência da qualidade do processo."
Ambiental;1. Realizar Admissão de Colaborador;Cadastrar novo colaborador no sistema | Convocar colaborador para integração;Configurar a plataforma de admissão digital definida para realizar a integração com o sistema de folha de pagamento;Sistemas / Infraestrutura;"Evento: A área de DP realiza o cadastro de informações do novo colaborador de forma manual no sistema. Além disso,  a finalização do cadastro de admissão do colaborador é feita dentro do RM e o sistema RM não tem a funcionalidade de disparar alertas online para os envolvidos e assim  sinalizar a conclusão do processo de admissão.
Causa: O YUBE não esta integrado ao RM em todas as filiais para importar as informações já cadastradas pelo colaborador.
Consequência: Processo manual que podem gerar erros e inconsistências,  demora na execução, fragilidade na qualidade e a confiabilidade das informações.";"Solução: Configurar plataforma de admissão digital para integração dos dados cadastrados pelo colaborador com o sistema de folha de pagamento.
Investimento: Sistema
Ganhos: Eficiência e rapidez, redução de erros humanos, segurança e confiabilidade, integração com outras ferramentas e melhor experiência do usuário interno."
Ambiental;1. Realizar Admissão de Colaborador;Imprimir documentação do colaborador |  Entregar ficha do candidato | Conferir documentação | Criar dossiê do colaborador;"Realizar  rollout do projeto de  admissão digital em todas as filias e negócios do grupo, para garantir um processo ""ponta a ponta' automatizado, com arquivamentos de todos os documentos via GED.";Sistemas / Infraestrutura;"Evento: O piloto de admissão digital está em andamento na ECOFOR , incorporação e MGC, nos demais negócios o processo ocorre de forma manual desde a entrega de documentos do candidato, impressão, cadastro , assinatura até a criação e entrega do dossiê para arquivar fisicamente.
Causa: O projeto deu inicio em algumas filiais/negócios e precisa e requer uma melhor análise e correção dos gargalos e impactos causados nas zonas já implantadas.
Consequência: Demora no processo, custos elevados, risco de erros, fragilidade relacionado a segurança, pouca visibilidade do progresso que pode resultar em falta de comunicação interna e dificuldades de gerenciamento.";"Solução: Realizar projeto de rollout da  admissão digital em todas as filias e negócios do grupo;
Investimento: Custo de implantação, banco de dados e configurações do sistema.
Ganhos: agilidade, redução de custos, melhor experiência para candidatos e funcionários, maior segurança e melhoria geral na eficiência dos recursos humanos."
Ambiental;1. Realizar Admissão de Colaborador;Montar kit admissional do colaborador | Realizar assinatura de documentos;Implantar módulo de assinatura eletrônica no processo de admissão digital, possibilitando a assinatura de documentos por meio eletrônico em todo o grupo. (celular/computador/tablet);Sistemas / Infraestrutura;"Evento: O Departamento pessoal monta um kit admissional do colaborador com contrato, acordo de BH, ficha de registro e solicitações de benefícios para colher a assinatura do colaborador no dia da integração.
Causa: O processo de admissão é manual com impressão de documentos para assinatura do colaborador.
Consequência: Demora no processo, custos elevados com impressões, risco de erros, fragilidade relacionado a segurança, alto volume de documentos no arquivo físico.";"Solução: Avaliar e implantar módulo de assinatura eletrônica no processo de admissão digital, possibilitando a assinatura de documentos de admissão por meio eletrônico em todo o grupo. Sugestão: Yube possui esse recurso.
Investimento: Custo de implantação e configurações do sistema.
Ganhos: agilidade, redução de custos, melhor experiência para candidatos e funcionários, maior segurança dos dados , rastreabilidade e validade legal."
Ambiental;1. Realizar Admissão de Colaborador;Emitir folha de ponto |Gerar arquivo dos dados do colaborador MDCOMUNE;Incluir as atividades relacionadas ao cadastro do novo colaborador ao sistema de ponto ao projeto de automatização do  registro e controle de jornada, possibilitando integrações e padronização, conforme melhoria do processo controlar jornada de trabalho. ;Sistemas / Infraestrutura;"Evento: O Departamento pessoal realiza a rotina de emitir e enviar a folha de ponto manual, gera arquivo dos dados do colaborador para relógios fora da rede ou fazem o cadastro diretamente no relógio, para vincular o novo colaborador ao sistema de ponto; Além de alguns sistemas não possuírem integração entre os sistemas de relógios e RM. (Exe.:  Para fazer o cadastro do novo colaborador no MD Comune, é necessário copiar e colar as informações no RM);
Causa: O processo relacionado ao ponto é em grande parte manual com diferentes tipos de sistemas/tipos relógios para cadastro do colaborador no ponto.
Consequência: Processo manual, despadronização de processo, risco de erros, dificuldade no controle de jornada, baixa efiência no processo pois em algumas situações precisam se deslocar fisicamente para realizar o cadastro (Exe.: Natal, Taubaté)";"Solução: Incluir as atividades relacionadas ao cadastro do novo colaborador ao sistema de ponto ao projeto de automatização do registro de ponto, possibilitando integrações e padronização, conforme melhoria do processo controlar jornada de trabalho.
Investimento: Custo de implantação e configurações do sistema.
Ganhos: agilidade e padronização do processo, redução de custos, maior segurança dos dados, eficiência na gestão do tempo de trabalho dos colaboradores e validade legal."
Ambiental;1. Realizar Admissão de Colaborador;Entregar requisições dos EPIs e fardamentos ao almoxarifado | Apontar equipamentos de EPI 's e fardamentos recebidos | Coletar assinatura do colaborador;Revisar o processo de entregas de EPIs e fardamentos para sistematizar o apontamento e  controle dos itens entregues. | Analisar a viabilidade de implantar assinatura eletrônica.;Sistemas / Infraestrutura;"Evento: As requisições desses materiais são impressas e entregues fisicamente ao Almoxarifado. Após o recebimento dos itens, o apontamento do que é entregue  é realizado na ficha física e assinado por cada colaborador.
Causa: O processo de solicitação e entregas de EPISs e fardamentos é em grande parte manual. Somente a criação da solicitação é feito no sistema por matrícula do colaborado, as demais atividades são manuais.
Consequência: Baixa efiência e demora no processo, custos elevados com impressão, risco de erros, insatisfação, trabalho manual.";"Solução: Revisar o processo de entregas de EPIs e fardamentos para sistematizar o apontamento, controle e entrega via sistema relacionando a matricula do colaborador./Analisar a viabilidade de implantar assinatura eletrônica. 
Investimento: Custo de implantação.
Ganhos: agilidade e padronização do processo, segurança, eliminação de atividades manual, automatização do processo para melhor gestão e rastreabilidade das informações dos equipamentos."
Ambiental;2. Controlar jornada de trabalho;Geral;Analisar a retomada da seleção de sistema  para possibilitar o registro e controle de jornada de forma automatizada, garantido um processo sistematizado de ponta a ponta.;Sistemas / Infraestrutura;"Evento: Em grande parte das filiais e negócios o controle do ponto eletrônico é manual com diferentes tipos de relógios, controle de justificativas em papeis e planilhas, input de informações, justificativas e extração de relatórios limitados.
Causa: A ferramenta de controle de ponto de forma digital não está em uso de forma corporativa.
Consequência: Baixa efiência e demora no processo, custos elevados com impressão, risco de erros, insatisfação, trabalho manual.";"Solução: Analisar a retomada da seleção de sistema para possibilitar o registro e controle de jornada de forma automatizada. (Registro do ponto, extração de relatórios, envio de justificativas, aprovações, banco de horas online, visão por colaborador e equipe...) 
Investimento: Custo de compra do sistema e equipamentos e implantação do projeto.
Ganhos: agilidade e padronização do processo, segurança, eliminação de atividades manual, automatização do processo para melhor gestão e rastreabilidade das informações dos equipamentos."
Ambiental;2. Controlar jornada de trabalho;Registrar Jornada de Trabalho | Coletar pendrive | Baixar dados do Pendrive;Criar plano de migração gradual dos relógios físicos, para registro de trabalho por meios de  eletrônicos.;Sistemas / Infraestrutura;"Evento: O registro de trabalho do colaborador é feito em relógios físicos e/ou folha de pontos manuais. Falta manutenção preventiva dos relógios, dos contratos pequenos e baratos para manutenção corretiva.
Causa: Existem diferentes tipos de relógio para marcação do ponto que exigem atividades de registros, coletas manuais das informações da jornada do colaborador.
Consequencia: Baixa efiência e demora no processo, trabalho manual, erros e imprecisões, dificuldade de controle, possibilidade de fraudes, dificuldade de acompanhamento em tempo real, dificuldades de auditoria, falhas na conformidade legal, ineficiência na gestão de horas extras:";"Solução: Realizar análise da viabilidade e criar plano de migrações dos relógios físicos para registro de trabalho por meios de  eletrônicos.
Investimento: Custo de compra do sistema, equipamentos e implantação do projeto.
Ganhos: agilidade e padronização do processo, segurança, eliminação de atividades e retrabalhos manuais,  precisão, eficiência, segurança e conformidade com a legislação."
